Date-Time,Usage,Wakeups/s,GPU ops/s,Disk IO/s,GFX Wakeups/s,Category,Description,PW Estimate
2023-10-10 07:42:47,  15.7 us/s, 0.15,,,,Interrupt,[304] nvidia,  610 uW
2023-10-10 07:42:47,  15.0 us/s, 0.15,,,,Process,[PID 363] [khugepaged],  609 uW
2023-10-10 07:42:47, 386.9 us/s,,,,,Process,[PID 88278] [kworker/0:0],  604 uW
2023-10-10 07:42:47,   0.4 us/s, 0.15,,,,kWork,blk_mq_timeout_work,  586 uW
2023-10-10 07:42:47, 320.4 us/s,,,,,Process,[PID 483] [kworker/31:1],  500 uW
2023-10-10 07:42:47, 288.5 us/s,,,,,Interrupt,[9] RCU(softirq),  450 uW
2023-10-10 07:42:47,  36.9 us/s, 0.10,,,,Process,[PID 1404] /sbin/multipathd -d -s ,  448 uW
2023-10-10 07:42:47,  28.8 us/s, 0.10,,,,Process,[PID 93468] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/ms,  435 uW
2023-10-10 07:42:47,  23.9 us/s, 0.10,,,,Process,[PID 1484] /usr/lib/accountsservice/accounts-daemon ,  428 uW
2023-10-10 07:42:47,   4.8 us/s, 0.10,,,,Process,[PID 34659] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ,  398 uW
2023-10-10 07:42:47,   2.1 us/s, 0.10,,,,kWork,free_work,  394 uW
2023-10-10 07:42:47, 126.5 us/s, 0.05,,,,Process,[PID 120965] python3,  393 uW
2023-10-10 07:42:47,   0.8 us/s, 0.10,,,,kWork,flush_to_ldisc,  392 uW
2023-10-10 07:42:47,   0.2 us/s, 0.10,,,,kWork,wb_update_bandwidth_workfn,  391 uW
2023-10-10 07:42:47, 225.6 us/s,,,,,Process,[PID 99788] [kworker/30:1],  352 uW
2023-10-10 07:42:47, 224.7 us/s,,,,,Timer,process_timeout,  351 uW
2023-10-10 07:42:47, 199.8 us/s,,,,,Interrupt,[1] timer(softirq),  312 uW
2023-10-10 07:42:47, 182.3 us/s,,,,,Process,[PID 88550] [kworker/35:0],  284 uW
2023-10-10 07:42:47, 162.4 us/s,,,,,Process,[PID 120892] python3 monitor.py ,  253 uW
2023-10-10 07:42:47,  29.1 us/s, 0.05,,,,Process,[PID 1400] /sbin/multipathd -d -s ,  241 uW
2023-10-10 07:42:47, 146.6 us/s,,,,,Interrupt,[63] i40e-eno0-TxRx-18,  229 uW
2023-10-10 07:42:47,  16.6 us/s, 0.05,,,,Process,[PID 118719] /usr/libexec/fwupd/fwupd ,  221 uW
2023-10-10 07:42:47, 139.0 us/s,,,,,Process,[PID 120890] python3 monitor.py ,  217 uW
2023-10-10 07:42:47,   9.4 us/s, 0.05,,,,Process,[PID 34674] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ,  210 uW
2023-10-10 07:42:47,   1.2 us/s, 0.05,,,,Process,[PID 288] [ksoftirqd/45],  197 uW
2023-10-10 07:42:47,   1.0 us/s, 0.05,,,,Process,[PID 138] [ksoftirqd/20],  197 uW
2023-10-10 07:42:47,   0.6 us/s, 0.05,,,,Process,[PID 120969] kthreadd,  196 uW
2023-10-10 07:42:47,   0.6 us/s, 0.05,,,,Process,[PID 120971] kthreadd,  196 uW
2023-10-10 07:42:47,   0.5 us/s, 0.05,,,,Process,[PID 120972] kthreadd,  196 uW
2023-10-10 07:42:47,   0.5 us/s, 0.05,,,,Process,[PID 14] [ksoftirqd/0],  196 uW
2023-10-10 07:42:47,   0.4 us/s, 0.05,,,,Process,[PID 120974] kthreadd,  196 uW
2023-10-10 07:42:47,   0.3 us/s, 0.05,,,,Process,[PID 120970] kthreadd,  196 uW
2023-10-10 07:42:47,   0.2 us/s, 0.05,,,,Process,[PID 120973] kthreadd,  196 uW
2023-10-10 07:42:47, 119.0 us/s,,,,,Process,[PID 424] [kworker/29:1],  186 uW
2023-10-10 07:42:47, 116.5 us/s,,,,,Process,[PID 88537] [kworker/6:1],  182 uW
2023-10-10 07:42:47, 109.7 us/s,,,,,Timer,delayed_work_timer_fn,  171 uW
2023-10-10 07:42:47, 107.9 us/s,,,,,Process,[PID 120968] sh,  168 uW
2023-10-10 07:42:47, 106.1 us/s,,,,,Process,[PID 88553] [kworker/1:0],  166 uW
2023-10-10 07:42:47, 106.1 us/s,,,,,Process,[PID 543] [kworker/40:2],  165 uW
2023-10-10 07:42:47,  79.1 us/s,,,,,Process,[PID 104758] [kworker/32:2],  123 uW
2023-10-10 07:42:47,  78.9 us/s,,,,,Process,[PID 105924] [kworker/3:1],  123 uW
2023-10-10 07:42:47,  77.9 us/s,,,,,Process,[PID 108210] [kworker/51:0],  121 uW
2023-10-10 07:42:47,  73.5 us/s,,,,,Process,[PID 539] [kworker/36:2],  115 uW
2023-10-10 07:42:47,  72.9 us/s,,,,,Process,[PID 120967] sh,  114 uW
2023-10-10 07:42:47,  70.4 us/s,,,,,Process,[PID 88536] [kworker/4:0],  110 uW
2023-10-10 07:42:47,  70.2 us/s,,,,,Process,[PID 105923] [kworker/20:2],  110 uW
2023-10-10 07:42:47,  62.7 us/s,,,,,Process,[PID 108144] [kworker/53:1],    0 mW
2023-10-10 07:42:47,  62.4 us/s,,,,,Process,[PID 120967] python3,    0 mW
2023-10-10 07:42:47,  50.6 us/s,,,,,Process,[PID 103955] [kworker/48:1],    0 mW
2023-10-10 07:42:47,  46.8 us/s,,,,,Process,[PID 120966] sh,    0 mW
2023-10-10 07:42:47,  44.4 us/s,,,,,Process,[PID 109796] [kworker/7:1],    0 mW
2023-10-10 07:42:47,  43.0 us/s,,,,,Process,[PID 537] [kworker/34:2],    0 mW
2023-10-10 07:42:47,  42.0 us/s,,,,,Process,[PID 93201] sshd: icns@notty ,    0 mW
2023-10-10 07:42:47,  41.2 us/s,,,,,Process,[PID 119518] [kworker/16:2],    0 mW
2023-10-10 07:42:47,  39.5 us/s,,,,,Process,[PID 506] [kworker/2:2],    0 mW
2023-10-10 07:42:47,  39.4 us/s,,,,,Timer,cursor_timer_handler,    0 mW
2023-10-10 07:42:47,  39.3 us/s,,,,,Process,[PID 120566] [kworker/u113:0],    0 mW
2023-10-10 07:42:47,  38.7 us/s,,,,,Process,[PID 103343] [kworker/21:2],    0 mW
2023-10-10 07:42:47,  38.6 us/s,,,,,kWork,vmstat_shepherd,    0 mW
2023-10-10 07:42:47,  37.4 us/s,,,,,Process,[PID 120911] [kworker/u113:3],    0 mW
2023-10-10 07:43:11, 682.9 us/s,152.0,,,,kWork,dbs_work_handler,  602 mW
2023-10-10 07:43:11,   2.3 ms/s,124.9,,,,Interrupt,[3] net_rx(softirq),  497 mW
2023-10-10 07:43:11,   0.8 ms/s, 64.0,,,,Timer,tick_sched_timer,  254 mW
2023-10-10 07:43:11,  83.9 ms/s, 0.05,,,,Process,[PID 120985] nvidia-smi,  131 mW
2023-10-10 07:43:11, 112.4 us/s, 12.4,,,,Timer,watchdog_timer_fn, 49.1 mW
2023-10-10 07:43:11, 450.8 us/s,  7.7,,,,Process,[PID 15] [rcu_sched], 31.3 mW
2023-10-10 07:43:11,   5.0 ms/s,  5.6,,,,Process,[PID 84395] avahi-daemon: running [icns.local] , 29.8 mW
2023-10-10 07:43:11, 141.7 us/s,  7.2,,,,kWork,psi_avgs_work, 28.7 mW
2023-10-10 07:43:11,  11.1 ms/s,,,,,Process,[PID 120976] powertop --csv=powertop_output.csv , 17.3 mW
2023-10-10 07:43:11, 401.6 us/s,  1.5,,,,Process,[PID 120983] sensors, 6.47 mW
2023-10-10 07:43:11,   8.5 us/s,  1.6,,,,kWork,lru_add_drain_per_cpu, 6.44 mW
2023-10-10 07:43:11,  42.1 us/s,  1.6,,,,kWork,fb_flashcursor, 6.30 mW
2023-10-10 07:43:11, 344.6 us/s,  1.4,,,,Process,[PID 1764] /usr/bin/containerd , 6.18 mW
2023-10-10 07:43:11, 326.7 us/s,  1.4,,,,Process,[PID 1738] /usr/bin/containerd , 6.16 mW
2023-10-10 07:43:11,   0.7 ms/s,  0.8,,,,Process,[PID 93364] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083, 4.46 mW
2023-10-10 07:43:11, 308.5 us/s,  0.9,,,,Process,[PID 1700] /usr/bin/containerd , 3.99 mW
2023-10-10 07:43:11,  14.8 us/s,  1.0,,,,Timer,sched_rt_period_timer, 3.92 mW
2023-10-10 07:43:11,  11.6 us/s,  1.0,,,,kWork,pci_pme_list_scan, 3.91 mW
2023-10-10 07:43:11,  95.1 us/s,  0.9,,,,kWork,i40e_service_task, 3.85 mW
2023-10-10 07:43:11,   1.0 ms/s,  0.4,,,,Process,[PID 93340] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node --dns-result-order=ipv4first /home/icns, 3.27 mW
2023-10-10 07:43:11,   1.5 ms/s, 0.05,,,,Interrupt,[7] sched(softirq), 2.48 mW
2023-10-10 07:43:11,  19.2 us/s,  0.5,,,,Process,[PID 360] [kcompactd0], 2.17 mW
2023-10-10 07:43:11,   4.2 us/s,  0.5,,,,kWork,blk_mq_requeue_work, 2.15 mW
2023-10-10 07:43:11,   1.0 ms/s, 0.10,,,,Process,[PID 120991] nv_queue, 2.00 mW
2023-10-10 07:43:11,  23.4 us/s,  0.5,,,,Interrupt,[303] nvidia, 1.98 mW
2023-10-10 07:43:11,   1.1 ms/s, 0.05,,,,Process,[PID 120988] nv_queue, 1.97 mW
2023-10-10 07:43:11, 185.1 us/s,  0.4,,,,Process,[PID 93276] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083, 1.85 mW
2023-10-10 07:43:11,   1.0 ms/s,,,,,Process,[PID 1504] /usr/sbin/irqbalance --foreground , 1.55 mW
2023-10-10 07:43:11, 623.4 us/s, 0.10,,,,Timer,hrtimer_wakeup, 1.36 mW
2023-10-10 07:43:11,  90.7 us/s, 0.30,,,,Process,[PID 120986] irq/303-nvidia, 1.31 mW
2023-10-10 07:43:11,  83.7 us/s, 0.30,,,,Process,[PID 93456] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/th, 1.30 mW
2023-10-10 07:43:11,   8.5 us/s, 0.30,,,,Interrupt,[301] ahci[0000:00:17.0], 1.18 mW
2023-10-10 07:43:11,  28.3 us/s, 0.25,,,,Process,[PID 93468] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/ms, 1.02 mW
2023-10-10 07:43:11, 580.2 us/s,,,,,kWork,gc_worker,  905 uW
2023-10-10 07:43:11,  38.3 us/s, 0.20,,,,kWork,flush_memcg_stats_dwork,  839 uW
2023-10-10 07:43:11,  35.3 us/s, 0.20,,,,Process,[PID 880] [jbd2/sda2-8],  834 uW
2023-10-10 07:43:11,  21.5 us/s, 0.20,,,,kWork,wb_workfn,  813 uW
2023-10-10 07:43:11,  19.1 us/s, 0.20,,,,Process,[PID 361] [kcompactd1],  809 uW
2023-10-10 07:43:11, 460.3 us/s,,,,,Process,[PID 88278] [kworker/0:0],  718 uW
2023-10-10 07:43:11,  83.4 us/s, 0.15,,,,Process,[PID 120989] irq/304-nvidia,  714 uW
2023-10-10 07:43:11,  16.4 us/s, 0.15,,,,Process,[PID 118717] /usr/libexec/fwupd/fwupd ,  610 uW
2023-10-10 07:43:11,  15.8 us/s, 0.15,,,,Interrupt,[304] nvidia,  609 uW
2023-10-10 07:43:11,   1.7 us/s, 0.15,,,,kWork,free_work,  587 uW
2023-10-10 07:43:11,   1.0 us/s, 0.15,,,,Process,[PID 14] [ksoftirqd/0],  586 uW
2023-10-10 07:43:11, 328.3 us/s,,,,,Process,[PID 483] [kworker/31:1],  512 uW
2023-10-10 07:43:11,  19.6 us/s, 0.10,,,,Interrupt,[4] block(softirq),  420 uW
2023-10-10 07:43:11, 266.6 us/s,,,,,Interrupt,[9] RCU(softirq),  416 uW
2023-10-10 07:43:11,   0.8 us/s, 0.10,,,,kWork,flush_to_ldisc,  391 uW
2023-10-10 07:43:11,   0.3 us/s, 0.10,,,,kWork,blk_mq_timeout_work,  390 uW
2023-10-10 07:43:11,   0.3 us/s, 0.10,,,,kWork,wb_update_bandwidth_workfn,  390 uW
2023-10-10 07:43:11, 107.0 us/s, 0.05,,,,Process,[PID 120985] sh,  362 uW
2023-10-10 07:43:11, 227.5 us/s,,,,,Process,[PID 88537] [kworker/6:1],  355 uW
2023-10-10 07:43:11, 223.1 us/s,,,,,Timer,process_timeout,  348 uW
2023-10-10 07:43:11, 211.9 us/s,,,,,Interrupt,[1] timer(softirq),  331 uW
2023-10-10 07:43:11, 172.0 us/s,,,,,Process,[PID 109796] [kworker/7:1],  268 uW
2023-10-10 07:43:11,  40.9 us/s, 0.05,,,,Process,[PID 93363] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  258 uW
2023-10-10 07:43:11,  36.6 us/s, 0.05,,,,Process,[PID 1404] /sbin/multipathd -d -s ,  252 uW
2023-10-10 07:43:11, 161.3 us/s,,,,,Process,[PID 120892] python3 monitor.py ,  252 uW
2023-10-10 07:43:11, 161.2 us/s,,,,,Process,[PID 120983] sh,  252 uW
2023-10-10 07:43:11,  28.3 us/s, 0.05,,,,Process,[PID 1400] /sbin/multipathd -d -s ,  239 uW
2023-10-10 07:43:11, 148.5 us/s,,,,,Process,[PID 99788] [kworker/30:1],  232 uW
2023-10-10 07:43:11, 144.7 us/s,,,,,Process,[PID 120890] python3 monitor.py ,  226 uW
2023-10-10 07:43:11,  18.3 us/s, 0.05,,,,Process,[PID 363] [khugepaged],  223 uW
2023-10-10 07:43:11,  16.9 us/s, 0.05,,,,Process,[PID 118719] /usr/libexec/fwupd/fwupd ,  221 uW
2023-10-10 07:43:11, 141.1 us/s,,,,,Interrupt,[63] i40e-eno0-TxRx-18,  220 uW
2023-10-10 07:43:11, 139.9 us/s,,,,,Process,[PID 104758] [kworker/32:2],  218 uW
2023-10-10 07:43:11,  14.7 us/s, 0.05,,,,Process,[PID 93351] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  218 uW
2023-10-10 07:43:11,   6.7 us/s, 0.05,,,,Process,[PID 34659] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ,  205 uW
2023-10-10 07:43:11, 127.8 us/s,,,,,Process,[PID 120982] python3,  199 uW
2023-10-10 07:43:11,   1.6 us/s, 0.05,,,,kWork,ext4_end_io_rsv_work,  197 uW
2023-10-10 07:43:11,   0.6 us/s, 0.05,,,,Process,[PID 120986] kthreadd,  196 uW
2023-10-10 07:43:11,   0.6 us/s, 0.05,,,,Process,[PID 120988] kthreadd,  196 uW
2023-10-10 07:43:11,   0.5 us/s, 0.05,,,,Process,[PID 120989] kthreadd,  196 uW
2023-10-10 07:43:11,   0.4 us/s, 0.05,,,,Process,[PID 126] [ksoftirqd/18],  195 uW
2023-10-10 07:43:11,   0.4 us/s, 0.05,,,,kWork,neigh_periodic_work,  195 uW
2023-10-10 07:43:11,   0.4 us/s, 0.05,,,,Process,[PID 120991] kthreadd,  195 uW
2023-10-10 07:43:11,   0.3 us/s, 0.05,,,,Process,[PID 120987] kthreadd,  195 uW
2023-10-10 07:43:11,   0.2 us/s, 0.05,,,,Process,[PID 120990] kthreadd,  195 uW
2023-10-10 07:43:11, 120.3 us/s,,,,,Process,[PID 120984] python3,  188 uW
2023-10-10 07:43:11, 114.7 us/s,,,,,Process,[PID 1737] /usr/bin/containerd ,  179 uW
2023-10-10 07:43:11, 114.4 us/s,,,,,Timer,delayed_work_timer_fn,  179 uW
2023-10-10 07:43:11, 103.5 us/s,,,,,Process,[PID 120566] [kworker/u113:0],  161 uW
2023-10-10 07:43:11,  97.4 us/s,,,,,Process,[PID 103955] [kworker/48:1],  152 uW
2023-10-10 07:43:11,  96.6 us/s,,,,,Process,[PID 88553] [kworker/1:0],  151 uW
2023-10-10 07:43:11,  79.4 us/s,,,,,Process,[PID 119518] [kworker/16:2],  124 uW
2023-10-10 07:43:11,  69.9 us/s,,,,,Process,[PID 105923] [kworker/20:2],  109 uW
2023-10-10 07:43:11,  64.4 us/s,,,,,Process,[PID 539] [kworker/36:2],  100 uW
2023-10-10 07:43:11,  63.5 us/s,,,,,Process,[PID 506] [kworker/2:2],    0 mW
2023-10-10 07:43:11,  60.3 us/s,,,,,Process,[PID 117375] [kworker/45:0],    0 mW
2023-10-10 07:43:11,  60.1 us/s,,,,,Process,[PID 78567] [kworker/11:1],    0 mW
2023-10-10 07:43:11,  54.1 us/s,,,,,Process,[PID 109925] [kworker/24:0],    0 mW
2023-10-10 07:43:11,  52.9 us/s,,,,,Process,[PID 105924] [kworker/3:1],    0 mW
2023-10-10 07:43:11,  52.0 us/s,,,,,Process,[PID 107067] [kworker/50:1],    0 mW
2023-10-10 07:43:11,  49.8 us/s,,,,,Process,[PID 537] [kworker/34:2],    0 mW
2023-10-10 07:43:11,  47.2 us/s,,,,,Process,[PID 109944] [kworker/18:2],    0 mW
2023-10-10 07:43:11,  43.3 us/s,,,,,Process,[PID 93201] sshd: icns@notty ,    0 mW
2023-10-10 07:43:11,  43.3 us/s,,,,,Process,[PID 424] [kworker/29:1],    0 mW
2023-10-10 07:43:11,  43.0 us/s,,,,,Process,[PID 106083] [kworker/22:1],    0 mW
2023-10-10 07:43:11,  38.9 us/s,,,,,kWork,vmstat_shepherd,    0 mW
2023-10-10 07:43:11,  35.9 us/s,,,,,Timer,cursor_timer_handler,    0 mW
2023-10-10 07:43:34, 564.7 us/s,131.3,,,,kWork,dbs_work_handler,  520 mW
2023-10-10 07:43:34,   1.9 ms/s,114.3,,,,Interrupt,[3] net_rx(softirq),  454 mW
2023-10-10 07:43:34,   0.7 ms/s, 58.1,,,,Timer,tick_sched_timer,  231 mW
2023-10-10 07:43:34,  84.7 ms/s, 0.10,,,,Process,[PID 121002] nvidia-smi,  132 mW
2023-10-10 07:43:34, 113.9 us/s, 13.1,,,,Timer,watchdog_timer_fn, 52.0 mW
2023-10-10 07:43:34, 483.9 us/s,  8.4,,,,Process,[PID 15] [rcu_sched], 34.1 mW
2023-10-10 07:43:34, 141.6 us/s,  7.3,,,,kWork,psi_avgs_work, 29.1 mW
2023-10-10 07:43:34,  12.1 ms/s,,,,,Process,[PID 120993] powertop --csv=powertop_output.csv , 18.9 mW
2023-10-10 07:43:34,  35.5 us/s,  4.7,,,,kWork,fb_flashcursor, 18.6 mW
2023-10-10 07:43:34,   3.7 ms/s,  3.0,,,,Process,[PID 84395] avahi-daemon: running [icns.local] , 17.4 mW
2023-10-10 07:43:34,   7.5 us/s,  1.5,,,,kWork,lru_add_drain_per_cpu, 6.05 mW
2023-10-10 07:43:34, 272.0 us/s,  1.3,,,,Process,[PID 1737] /usr/bin/containerd , 5.68 mW
2023-10-10 07:43:34, 312.1 us/s,  1.1,,,,Process,[PID 1764] /usr/bin/containerd , 4.97 mW
2023-10-10 07:43:34, 379.1 us/s,  1.0,,,,Process,[PID 1700] /usr/bin/containerd , 4.68 mW
2023-10-10 07:43:34, 471.5 us/s,  1.0,,,,Process,[PID 121010] sensors, 4.63 mW
2023-10-10 07:43:34,  16.1 us/s,  1.1,,,,Interrupt,[301] ahci[0000:00:17.0], 4.51 mW
2023-10-10 07:43:34,  15.4 us/s,  1.0,,,,Timer,sched_rt_period_timer, 4.12 mW
2023-10-10 07:43:34, 103.7 us/s,  1.0,,,,kWork,i40e_service_task, 4.06 mW
2023-10-10 07:43:34,  11.6 us/s,  0.9,,,,kWork,pci_pme_list_scan, 3.72 mW
2023-10-10 07:43:34,   0.9 ms/s,  0.4,,,,Process,[PID 93340] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node --dns-result-order=ipv4first /home/icns, 3.19 mW
2023-10-10 07:43:34,   0.7 ms/s,  0.5,,,,Process,[PID 93364] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083, 3.09 mW
2023-10-10 07:43:34,   1.4 ms/s, 0.05,,,,Interrupt,[7] sched(softirq), 2.36 mW
2023-10-10 07:43:34,   1.1 ms/s, 0.15,,,,Process,[PID 121008] nv_queue, 2.25 mW
2023-10-10 07:43:34,   1.1 ms/s, 0.15,,,,Process,[PID 121005] nv_queue, 2.25 mW
2023-10-10 07:43:34, 189.3 us/s,  0.5,,,,Process,[PID 93276] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083, 2.24 mW
2023-10-10 07:43:34,   4.4 us/s,  0.5,,,,kWork,blk_mq_requeue_work, 2.15 mW
2023-10-10 07:43:34,  27.5 us/s,  0.5,,,,Interrupt,[4] block(softirq), 1.99 mW
2023-10-10 07:43:34,  20.2 us/s,  0.4,,,,Process,[PID 360] [kcompactd0], 1.78 mW
2023-10-10 07:43:34,  19.2 us/s,  0.4,,,,Interrupt,[303] nvidia, 1.59 mW
2023-10-10 07:43:34,   1.0 ms/s,,,,,Process,[PID 1504] /usr/sbin/irqbalance --foreground , 1.52 mW
2023-10-10 07:43:34, 177.4 us/s, 0.25,,,,Process,[PID 1738] /usr/bin/containerd , 1.25 mW
2023-10-10 07:43:34,  83.4 us/s, 0.25,,,,Process,[PID 121006] irq/304-nvidia, 1.10 mW
2023-10-10 07:43:34,  39.0 us/s, 0.25,,,,kWork,flush_memcg_stats_dwork, 1.04 mW
2023-10-10 07:43:34,  19.3 us/s, 0.25,,,,Process,[PID 361] [kcompactd1], 1.00 mW
2023-10-10 07:43:34,  16.4 us/s, 0.25,,,,Process,[PID 118719] /usr/libexec/fwupd/fwupd , 1.00 mW
2023-10-10 07:43:34,   9.1 us/s, 0.25,,,,kWork,blk_mq_run_work_fn,  988 uW
2023-10-10 07:43:34,   1.1 us/s, 0.25,,,,Process,[PID 126] [ksoftirqd/18],  976 uW
2023-10-10 07:43:34,  82.8 us/s, 0.20,,,,Process,[PID 93456] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/th,  908 uW
2023-10-10 07:43:34, 571.9 us/s,,,,,Timer,hrtimer_wakeup,  892 uW
2023-10-10 07:43:34,  34.6 us/s, 0.20,,,,Process,[PID 880] [jbd2/sda2-8],  833 uW
2023-10-10 07:43:34,   2.2 us/s, 0.20,,,,kWork,wb_workfn,  783 uW
2023-10-10 07:43:34,  64.9 us/s, 0.15,,,,Process,[PID 121003] irq/303-nvidia,  686 uW
2023-10-10 07:43:34,  40.5 us/s, 0.15,,,,Process,[PID 93363] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  648 uW
2023-10-10 07:43:34, 407.2 us/s,,,,,Process,[PID 88278] [kworker/0:0],  635 uW
2023-10-10 07:43:34,   4.0 us/s, 0.15,,,,Process,[PID 14] [ksoftirqd/0],  591 uW
2023-10-10 07:43:34,   2.0 us/s, 0.15,,,,kWork,free_work,  588 uW
2023-10-10 07:43:34,   0.4 us/s, 0.15,,,,kWork,blk_mq_timeout_work,  585 uW
2023-10-10 07:43:34, 301.9 us/s,,,,,Process,[PID 105924] [kworker/3:1],  471 uW
2023-10-10 07:43:34,  36.0 us/s, 0.10,,,,Process,[PID 1404] /sbin/multipathd -d -s ,  446 uW
2023-10-10 07:43:34, 282.2 us/s,,,,,Process,[PID 88537] [kworker/6:1],  440 uW
2023-10-10 07:43:34, 274.1 us/s,,,,,Interrupt,[9] RCU(softirq),  428 uW
2023-10-10 07:43:34,  24.2 us/s, 0.10,,,,Process,[PID 93468] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/ms,  427 uW
2023-10-10 07:43:34,  16.5 us/s, 0.10,,,,Process,[PID 118717] /usr/libexec/fwupd/fwupd ,  415 uW
2023-10-10 07:43:34,  14.9 us/s, 0.10,,,,Interrupt,[304] nvidia,  413 uW
2023-10-10 07:43:34, 128.6 us/s, 0.05,,,,Process,[PID 121001] python3,  395 uW
2023-10-10 07:43:34,   0.9 us/s, 0.10,,,,kWork,flush_to_ldisc,  391 uW
2023-10-10 07:43:34,   0.3 us/s, 0.10,,,,kWork,neigh_periodic_work,  390 uW
2023-10-10 07:43:34, 231.9 us/s,,,,,Timer,process_timeout,  362 uW
2023-10-10 07:43:34, 206.7 us/s,,,,,Interrupt,[1] timer(softirq),  322 uW
2023-10-10 07:43:34, 174.2 us/s,,,,,Process,[PID 120892] python3 monitor.py ,  272 uW
2023-10-10 07:43:34, 166.5 us/s,,,,,Process,[PID 104758] [kworker/32:2],  260 uW
2023-10-10 07:43:34,  33.2 us/s, 0.05,,,,Process,[PID 1400] /sbin/multipathd -d -s ,  247 uW
2023-10-10 07:43:34,  25.7 us/s, 0.05,,,,Timer,mix_interrupt_randomness,  235 uW
2023-10-10 07:43:34,  24.1 us/s, 0.05,,,,Process,[PID 1484] /usr/lib/accountsservice/accounts-daemon ,  232 uW
2023-10-10 07:43:34, 141.2 us/s,,,,,Interrupt,[63] i40e-eno0-TxRx-18,  220 uW
2023-10-10 07:43:34,  15.5 us/s, 0.05,,,,Process,[PID 363] [khugepaged],  219 uW
2023-10-10 07:43:34,  14.2 us/s, 0.05,,,,Process,[PID 93351] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  217 uW
2023-10-10 07:43:34,  12.8 us/s, 0.05,,,,Process,[PID 121009] sh,  215 uW
2023-10-10 07:43:34, 132.2 us/s,,,,,Process,[PID 88553] [kworker/1:0],  206 uW
2023-10-10 07:43:34, 129.1 us/s,,,,,Process,[PID 120890] python3 monitor.py ,  201 uW
2023-10-10 07:43:34,   3.5 us/s, 0.05,,,,Process,[PID 84006] /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant ,  200 uW
2023-10-10 07:43:34,   2.2 us/s, 0.05,,,,kWork,ext4_end_io_rsv_work,  198 uW
2023-10-10 07:43:34,   0.9 us/s, 0.05,,,,Process,[PID 138] [ksoftirqd/20],  196 uW
2023-10-10 07:43:34,   0.8 us/s, 0.05,,,,Timer,tcp_orphan_update,  196 uW
2023-10-10 07:43:34,   0.6 us/s, 0.05,,,,Process,[PID 121003] kthreadd,  196 uW
2023-10-10 07:43:34,   0.6 us/s, 0.05,,,,Process,[PID 121005] kthreadd,  196 uW
2023-10-10 07:43:34,   0.5 us/s, 0.05,,,,Process,[PID 121006] kthreadd,  196 uW
2023-10-10 07:43:34,   0.5 us/s, 0.05,,,,Process,[PID 35] [ksoftirqd/3],  196 uW
2023-10-10 07:43:34,   0.4 us/s, 0.05,,,,Process,[PID 121008] kthreadd,  195 uW
2023-10-10 07:43:34,   0.3 us/s, 0.05,,,,Process,[PID 121007] kthreadd,  195 uW
2023-10-10 07:43:34,   0.3 us/s, 0.05,,,,Process,[PID 121004] kthreadd,  195 uW
2023-10-10 07:43:34,   0.1 us/s, 0.05,,,,kWork,irq_affinity_notify,  195 uW
2023-10-10 07:43:34,   0.1 us/s, 0.05,,,,kWork,wb_update_bandwidth_workfn,  195 uW
2023-10-10 07:43:34, 124.0 us/s,,,,,Process,[PID 121009] python3,  194 uW
2023-10-10 07:43:34, 114.1 us/s,,,,,Timer,delayed_work_timer_fn,  178 uW
2023-10-10 07:43:34,  97.9 us/s,,,,,Process,[PID 483] [kworker/31:1],  153 uW
